id,cid,catid1,catid2,catid3,tag,blabel,publicview,imgvh,title1,title2,title3,title4,title5,title6,creator1,creator2,creator3,creator4,creator5,creator6,creator7,creator8,creator9,creator10,creator11,creator12,creator13,subject1,subject2,subject3,subject4,subject5,subject6,subject7,subject8,subject9,description1,description2,description3,description4,description5,description6,publisher1,publisher2,contributor1,date1,date2,type1,type2,format1,format2,identifier1,identifier2,identifier3,source1,language1,language2,language3,relation1,coverage1,pdffile,pdfsize
2089,0,0,0,0,0012_003152_000852,"""La Serenade""",Y,650,La Serenade,,,,,,,"Schubert, F.",,,,,,,,,,,,,,,,,,,,,,,,,,,New York : G. Schirmer,,,1800/1899,,Text,,1 score (8 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 1",English,GermanFrench,,,,0012_003152_000852.pdf,2522060
2090,0,0,0,0,0012_003152_000853,"""Impatience""",Y,650,Impatience,,,,Ungeduld,,,"Schubert, Fr.",,,,,,,,,,,,,,,,,,,,,,,,,,,New York : G. Schirmer,,,1800/1899,,Text,,1 score (6 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 2",English,German,,,,0012_003152_000853.pdf,1931493
2091,0,0,0,0,0012_003152_000854,"""My Abode""",Y,650,My Abode,,,,Aufenthalt,,,"Schubert, Fr.",,,,,,,,,,,,,,,,,,,,,,,,,,,New York : G. Schirmer,,,1800/1899,,Text,,1 score (6 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 3",English,German,,,,0012_003152_000854.pdf,1952464
2092,0,0,0,0,0012_003152_000855,"""Serenade""",Y,650,Serenade,,,,Standchen,,,"Schubert, Fr.",,,,,,,,,,,,,,,,,,,,,,,,,,,New York : G. Schirmer,,,1800/1899,,Text,,1 score (6 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 4",English,German,,,,0012_003152_000855.pdf,2001907
2093,0,0,0,0,0012_003152_000856,"""Through the Night My Songs Adjure Thee""",Y,650,Through the Night My Songs Adjure Thee,,,,,,,Schubert,,,,,,,,,,,,,,,,,,,,,,,,,,,London : Chappell Music Seller,,,1800/1899,,Text,,1 score (6 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 5",English,German,,,,0012_003152_000856.pdf,2026297
2094,0,0,0,0,0012_003152_000857,"""Menuet de Mozart""",Y,650,Menuet de Mozart,,,,,,,,,,,,"Schulhoff, Jules",,,,,,,,,,,,,,,,,,,,,,"Cincinnati, OH : W.C. Peters & Sons",,,1800/1899,,Text,,1 score (6 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 6",French,,,,,0012_003152_000857.pdf,1774136
2095,0,0,0,0,0012_003152_000858,"""Souvenir de Kew""",Y,650,Souvenir de Kew,,,,,,,"Schulhoff, Jules",,,,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA : Beck & Lawton",,,1800/1899,,Text,,1 score (8 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 7",French,,,,,0012_003152_000858.pdf,2086256
2096,0,0,0,0,0012_003152_000859,"""The Merry Peasant and The Humming Song""",Y,650,The Merry Peasant and The Humming Song,,,,Frohlicher Landmann von der Arbeit Zuruckkehrend,,,"Schumann, R.",,,,,,,,,,,,,,,,,,,,,,,,,,,London : Chappell & Co.,,,1800/1899,,Text,,1 score (4 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 8",English,German,,,,0012_003152_000859.pdf,1308050
2097,0,0,0,0,0012_003152_000860,"""Keep Your Eve on the Girlie You Love""",Y,650,Keep Your Eve on the Girlie You Love,,,,,,,"Schuster, Ira",,,"Johnson, Howard","Gerber, Alex",,,,,,,,,,,,,,,,,,,,,,,"New York : Leo Feist, Inc.",,,1916,,Text,,1 score (4 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 9",English,,,,,0012_003152_000860.pdf,1639604
2098,0,0,0,0,0012_003152_000861,"""Bedelia""",Y,650,Bedelia,,,,,,,"Schwartz, Jean",,,"Jerome, William",,,,,,,,,,,,,,,,,,,,,,,,"New York : Shapiro, Bernstein & Co.",,,1903,,Text,,1 score (6 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 10",English,,,,,0012_003152_000861.pdf,2159195
2099,0,0,0,0,0012_003152_000862,"""Hello Central"","" Give Me No Man's Land""",Y,650,"Hello Central, Give Me No Man's Land",,,,,,,"Schwartz, Jean",,,"Lewis, Sam. M.","Young, Joe",,,,,,,,,,,,,,,,,,,,,,,"New York : Waterson, Berlin & Snyder Co.",,,1918,,Text,,1 score (4 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 11",English,,,,,0012_003152_000862.pdf,1530610
2100,0,0,0,0,0012_003152_000863,"""Just Kiss Yourself Good-Bye""",Y,650,Just Kiss Yourself Good-Bye,,,,,,,"Schwartz, Jean",,,"Jerome, William",,,,,,,,,,,,,,,,,,,,,,,,"New York : Shapiro, Bernstein & Co.",,,1902,,Text,,1 score (6 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 12",English,,,,,0012_003152_000863.pdf,2096314
2101,0,0,0,0,0012_003152_000864,"""Douglas"","" Tender and True""",Y,650,"Douglas, Tender and True",,,,,,,"Scott, Lady John",,,"Craik, Dinah Maria Mulock",,,,,,,,,,,,,,,,,,,,,,,,Boston : Oliver Ditson & Co.,,,1800/1899,,Text,,1 score (4 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 14",English,,,,,0012_003152_000864.pdf,1426873
2102,0,0,0,0,0012_003152_000865,"""Pass Under the Rod""",Y,650,Pass Under the Rod,,,,,,,"Scott, Sue Ingersoll",,,"Dana, Mary S. B.",,,,,,,,,,,,,,,,,,,,,,,,"Cincinnati, OH : John Church & Co.",,,1862,,Text,,1 score (6 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 15",English,,,,,0012_003152_000865.pdf,1877875
2103,0,0,0,0,0012_003152_000866,"""Valtz""",Y,650,Valtz,,,,,,,"Serrao, Paolo",,,,,,,,,,,,,,,,,,,,,,,,,,,"Napoli, Italy : Calcaografia Tramater",,,1800/1899,,Text,,1 score (10 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 16",Italian,,,,,0012_003152_000866.pdf,2787791
2104,0,0,0,0,0012_003152_000867,"""Zudora""",Y,650,Zudora,,,,,,,"Shannon, J. R.",,,,,,,,,,,,,,,,,,,,,,,,,,,Chicago : F.J.A. Forster Music Publisher,,,1914,,Text,,1 score (6 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 17",English,,,,,0012_003152_000867.pdf,2148755
2105,0,0,0,0,0012_003152_000868,"""Chiming Bells of Long Ago""",Y,650,Chiming Bells of Long Ago,,,,,,,"Shattuck, C. F.",,,"Cooper, George",,,,,,,,,,,,,,,,,,,,,,,,New York : C.H. Ditson & Co.,,,1871,,Text,,1 score (4 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 18",English,Italian,,,,0012_003152_000868.pdf,1539731
2106,0,0,0,0,0012_003152_000869,"""It's Just Plain Jane""",Y,650,It's Just Plain Jane,,,,,,,"Jerome, Shay",,,"Gray, Thomas J.",,,,,,,,,,,,,,,,,,,,,,,,"Syracuse, New York : Crinnin-Wolfe Music Publshing Co.",,,1915,,Text,,1 score (6 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 19",English,,,,,0012_003152_000869.pdf,1902745
2107,0,0,0,0,0012_003152_000870,"""Racquet Galop""",Y,650,Racquet Galop,,,,,,,"Simmons, E. Kate",,,,,,,,,,,,,,,,,,,,,,,,,,,Boston : Oliver Ditson & Co.,,,1878,,Text,,1 score (6 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 20",English,French,,,,0012_003152_000870.pdf,2154045
2108,0,0,0,0,0012_003152_000871,"""When the Wind Blows in from the Sea""",Y,650,When the Wind Blows in from the Sea,,,,,,,"Smart, Henry",,,"Enoch, Frederick",,,,,,,,,,,,,,,,,,,,,,,,London : Duncan Davison & Co.,,,1800/1899,,Text,,1 score (14 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 22",English,,,,,0012_003152_000871.pdf,4761692
2109,0,0,0,0,0012_003152_000872,"""O That We Two Were Maying""",Y,650,O That We Two Were Maying,,,,,,,"Smith, Alice Mary",,,"Kingsley, Reverend Charles",,,,,,,,,,,,,,,,,,,,,,,,London : Edwin Ashdown,,,1800/1899,,Text,,1 score (10 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 23",English,,,,,0012_003152_000872.pdf,3231832
2110,0,0,0,0,0012_003152_000873,"""Listen To My Tale of Woe""",Y,650,Listen To My Tale of Woe,,,,Johnny Jones and his Sister Sue,,"Wilson, Francis","Smith, Hubbard T.",,,"Field, Eugene",,,,,,,,,,,,,,,,,,,,,,,,Washington D.C. : John F. Ellis & Co.,,,1889,,Text,,1 score (4 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 24",English,,,,,0012_003152_000873.pdf,1159684
2111,0,0,0,0,0012_003152_000874,"""Fete Honcroise""",Y,650,Fete Honcroise,,,,,,,"Sydney, Smith",,,,,,,,,,,,,,,,,,,,,,,,,,,London : Ashdown & Parry,,,1800/1899,,Text,,1 score (12 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 25",French,,,,,0012_003152_000874.pdf,3198994
2112,0,0,0,0,0012_003152_000875,"""If I But Knew""",Y,650,If I But Knew,,,,,,,"Smith, Wilson G.",,,"Leigh, Amy E.",,,,,,,,,,,,,,,,,,,,,,,,New York : G. Schirmer,,,1890,,Text,,1 score (6 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 26",English,,,,,0012_003152_000875.pdf,1930457
2113,0,0,0,0,0012_003152_000876,"""A Plantation Medley of """"Southern Airs""""""",Y,650,"A Plantation Medley of ""Southern Airs""",,,,,,,,,,,,"Snow, J. Albert",,,,,,,,,,,,,,,,,,,,,,Boston : Vinton Music Pub. Co.,,,1905,,Text,,1 score (8 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 27",English,,,,,0012_003152_000876.pdf,2590310
2114,0,0,0,0,0012_003152_000877,"""I Told Him to Stop But He Wouldn't""",Y,650,I Told Him to Stop But He Wouldn't,,,,,,,"Snow, J. Albert",,,"Jackson, Geo. Russell",,,,,,,,,,,,,,,,,,,,,,,,New York : W.A. Evans & Bro.,,,1882,,Text,,1 score (6 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 28",English,,,,,0012_003152_000877.pdf,1887703
2115,0,0,0,0,0012_003152_000878,"""When the Leaves Begin to Fade""",Y,650,When the Leaves Begin to Fade,,,,,,,"Snow, J. Albert",,,,,,,,,,,,,,,,,,,,,,,,,,,New York : W.A. Evans & Bro.,,,1882,,Text,,1 score (8 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 29",English,,,,,0012_003152_000878.pdf,3051688
2116,0,0,0,0,0012_003152_000879,"""The Sheik of Araby""",Y,650,The Sheik of Araby,,,,,,,"Snyder, Ted",,,"Smith, Harry B.","Wheeler, Francis",,,,,,,,,,,,,,,,,,,,,,,"New York : Waterson, Berlin & Snyder Co.",,,1921,,Text,,1 score (6 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 30",English,,,,,0012_003152_000879.pdf,2094082
2117,0,0,0,0,0012_003152_000880,"""I Am a Western Union Telegraph Boy""",Y,650,I Am a Western Union Telegraph Boy,,,,,,,"Spencer, Herbert",,,,,,,,,,,,,,,,,,,,,,,,,,,New York : R.A. Saalfield,,,1880,,Text,,1 score (6 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 31",English,,,,,0012_003152_000880.pdf,1716583
2118,0,0,0,0,0012_003152_000881,"""Elfen Waltz""",Y,650,Elfen Waltz,,,,,,,"Sofge, Henry D.",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cincinnati, OH : W.C. Peters & Sons",,,1852,,Text,,1 score (4 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 33",English,,,,,0012_003152_000881.pdf,1076939
2119,0,0,0,0,0012_003152_000882,"""Leaf Waltz""",Y,650,Leaf Waltz,,,,,,,"Sofge, Henry D.",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cincinnati, OH : W.C. Peters & Sons",,,1856,,Text,,1 score (4 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 34",English,,,,,0012_003152_000882.pdf,985928
2120,0,0,0,0,0012_003152_000883,"""The Bird on Nellie's Hat""",Y,650,The Bird on Nellie's Hat,,,,,,,"Solman, Alfred",,,"Lamb, Arthur J.",,,,,,,,,,,,,,,,,,,,,,,,New York : Jos. W. Stern & Co.,,,1906,,Text,,1 score (6 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 35",English,,,,,0012_003152_000883.pdf,2419578
2121,0,0,0,0,0012_003152_000884,"""Life is but a Span""",Y,650,Life Is But a Span,,,,,,"Green, Beaumont, Jennings, Knowles","Solomon, Charles",,,"Witt, C. W. Esq.",,,,,,,,,,,,,,,,,,,,,,,,London : C. Sheard,,,1800/1899,,Text,,1 score (8 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 36",English,,,,,0012_003152_000884.pdf,2429234
2122,0,0,0,0,0012_003152_000885,"""The Bride-Elect March""",Y,650,The Bride-Elect March,,,,,,,"Sousa, John Philip",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cincinnati, OH : The John Church Company",,,1897,,Text,,1 score (6 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 37",English,,,,,0012_003152_000885.pdf,1602601
2123,0,0,0,0,0012_003152_000886,"""El Capitan's Song""",Y,650,El Capitan's Song,,,,,,,"Sousa, John Philip",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cincinnati, OH : The John Church Company",,,1896,,Text,,1 score (6 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 38",English,,,,,0012_003152_000886.pdf,1516973
2124,0,0,0,0,0012_003152_000887,"""The High School Cadets March""",Y,650,The High School Cadets March,,,,,,,"Sousa, John Philip",,,,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA : Harry Coleman",,,1890,,Text,,1 score (6 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 39",English,,,,,0012_003152_000887.pdf,1608521
2125,0,0,0,0,0012_003152_000888,"""King Cotton March""",Y,650,King Cotton March,,,,,,,"Sousa, John Philip",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cincinnati, OH : The John Church Company",,,1895,,Text,,1 score (6 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 40",English,,,,,0012_003152_000888.pdf,1601570
2126,0,0,0,0,0012_003152_000889,"""The Liberty Bell March""",Y,650,The Liberty Bell March,,,,,,,"Sousa, John Philip",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cincinnati, OH : The John Church Company",,,1893,,Text,,1 score (6 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 41",English,,,,,0012_003152_000889.pdf,2121259
2127,0,0,0,0,0012_003152_000890,"""The Manhattan Beach March""",Y,650,The Manhattan Beach March,,,,,,,"Sousa, John Philip",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cincinnati, OH : The John Church Company",,,1893,,Text,,1 score (6 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 42",English,,,,,0012_003152_000890.pdf,1732640
2128,0,0,0,0,0012_003152_000891,"""The Washington Post March""",Y,650,The Washington Post March,,,,,,,"Sousa, John Philip",,,,,,,,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA : Harry Coleman",,,1889,,Text,,1 score (6 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 43",English,,,,,0012_003152_000891.pdf,1920226
2129,0,0,0,0,0012_003152_000892,"""In an Old-Fashioned Town""",Y,650,In an Old-Fashioned Town,,,,,,"Beddoe, Dan","Squire, W. H.",,,"Harris, Ada Leonora",,,,,,,,,,,,,,,,,,,,,,,,New York : Boosey & Co.,,,1914,,Text,,1 score (6 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 44",English,,,,,0012_003152_000892.pdf,1872776
2130,0,0,0,0,0012_003152_000893,"""Jack""",Y,650,Jack,,,,,,,"Stanislaus, Henri",,,"Stanislaus, Henri",,,,,,,,,,,,,,,,,,,,,,,,"Birmingham, AL : H. Beresford",,,1800/1899,,Text,,1 score (8 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 45",English,,,,,0012_003152_000893.pdf,2093790
2131,0,0,0,0,0012_003152_000894,"""The Celebrated Storm Rondo""",Y,650,The Celebrated Storm Rondo,,,,,,,Steibelt,,,,,,,,,,,,,,,,,,,,,,,,,,,Boston : Oliver Ditson,,,1800/1899,,Text,,1 score (10 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 46",English,,,,,0012_003152_000894.pdf,4415822
2132,0,0,0,0,0012_003152_000895,"""At an Ole Virginia Wedding""",Y,650,At an Ole Virginia Wedding,,,,,,,"Steinberg, Maurice J.",,,,,,,,,,,,,,,,,,,,,,,,,,,New York : T.B. Harms & Co.,,,1899,,Text,,1 score (4 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 47",English,,,,,0012_003152_000895.pdf,1416117
2133,0,0,0,0,0012_003152_000896,"""Oft in the Stilly Night""",Y,650,Oft in the Stilly Night,,,,,,"Bishop, T.","Stevenson, Sir John",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cleveland, OH : S. Brainard & Co.",,,1800/1899,,Text,,1 score (2 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 48",English,,,,,0012_003152_000896.pdf,727048
2134,0,0,0,0,0012_003152_000897,"""The Orcadian Boatman's Song""",Y,650,The Orcadian Boatman's Song,,,,,,,"Stormonth, Rev. James",,,"Stormonth, Rev. James",,,,,,,,,,,,,,,,,,,,,,,,"Edinburgh, Scotland : D.C. Simpson",,,1800/1899,,Text,,1 score (4 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 50",English,,,,,0012_003152_000897.pdf,990252
2135,0,0,0,0,0012_003152_000898,"""Kossuth Galopp""",Y,650,Kossuth Galopp,,,,,,,"Strakosch, Maurice",,,,,,,,,,,,,,,,,,,,,,,,,,,"Louisville, KY : G.W. Brainard & Co.",,,1852,,Text,,1 score (12 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 51",English,,,,,0012_003152_000898.pdf,3293151
2136,0,0,0,0,0012_003152_000899,"""Erinnerung an Deutschland""",Y,650,Erinnerung an Deutschland,,,,,,,"Strauss, Joh.",,,,,,,,,,,,,,,,,,,,,,,,,,,n.p.,,,1800/1899,,Text,,1 score (8 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 52",German,,,,,0012_003152_000899.pdf,2705036
2137,0,0,0,0,0012_003152_000900,"""Roses from the South""",Y,650,Roses from the South,,,,,,,"Strauss, Johann",,,,,,,,,,,,,,,,,,,,,,,,,,,New York : R.H. Macy & Co.,,,1800/1899,,Text,,1 score (6 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 53",English,,,,,0012_003152_000900.pdf,2353827
2138,0,0,0,0,0012_003152_000901,"""Morgenblatter""",Y,650,Morgenblatter,,,,,,,"Strauss, Johann",,,Walzer,,,,,,,,,,,,,,,,,,,,,,,,London : Cunnigham Boosey & Co.,,,1800/1899,,Text,,1 score (4 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 54",English,,,,,0012_003152_000901.pdf,1783316
2139,0,0,0,0,0012_003152_000902,"""My Hero""",Y,650,My Hero,,,,,,,"Straus, Oscar",,,"Stange, Stanislaus",,,,,,,,,,,,,,,,,,,,,,,,New York : Remick Music Corp.,,,1908,,Text,,1 score (4 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 55",English,,,,,0012_003152_000902.pdf,1501003
2140,0,0,0,0,0012_003152_000903,"""Tell Me Pretty Maiden""",Y,650,Tell Me Pretty Maiden,,,,,,,"Stuart, Leslie",,,,,,,,,,,,,,,,,,,,,,,,,,,"New York : T.B. Harms and Francis, Day & Hunter",,,1900,,Text,,1 score (8 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 56",English,,,,,0012_003152_000903.pdf,2682017
2141,0,0,0,0,0012_003152_000904,"""Tell me Pretty Maiden""",Y,650,Tell Me Pretty Maiden,,,,,,,"Stuart, Leslie",,,,,,,,,,,,,,,,,,,,,,,,,,,"New York : T.B. Harms and Francis, Day & Hunter",,,1900,,Text,,1 score (8 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 57",English,,,,,0012_003152_000904.pdf,2215235
2142,0,0,0,0,0012_003152_000905,"""Birds in the Night""",Y,650,Birds in the Night,,,,,,,"Sullivan, Arthur S.",,,"Lewin, Lionel H.",,,,,,,,,,,,,,,,,,,,,,,,London : Boosey & Co.,,,1800/1899,,Text,,1 score (8 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 58",English,,,,,0012_003152_000905.pdf,2336085
2143,0,0,0,0,0012_003152_000906,"""The Chorister""",Y,650,The Chorister,,,,,," Antoinette Sterling, Coyte Turner","Sullivan, Arthur",,,"Weatherly, Fred E.",,,,,,,,,,,,,,,,,,,,,,,,London : Metzler & Co.,,,1800/1899,,Text,,1 score (8 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 59",English,,,,,0012_003152_000906.pdf,2195760
2144,0,0,0,0,0012_003152_000907,"""The Chorister""",Y,650,The Chorister,,,,,," Antoinette Sterling, Coyte Turner","Sullivan, Arthur S.",,,"Weatherly, Fred E.",,,,,,,,,,,,,,,,,,,,,,,,London : Metzler & Co.,,,1800/1899,,Text,,1 score (8 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 60",English,,,,,0012_003152_000907.pdf,2482342
2145,0,0,0,0,0012_003152_000908,"""Let Me Dream Again""",Y,650,Let Me Dream Again,,,,,,"Nilsson, Christine","Sullivan, Arthur",,,"Stephenson, B.C.",,,,,,,,,,,,,,,,,,,,,,,,London : Boosey & Co.,,,1800/1899,,Text,,1 score (8 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 61",English,,,,,0012_003152_000908.pdf,2653208
2146,0,0,0,0,0012_003152_000909,"""The Lost Chord""",Y,650,The Lost Chord,,,,,,,"Sullivan, Arthur",,,"Proctor, Adelaide A.",,,,,,,,,,,,,,,,,,,,,,,,"Baltimore, MD : Emerson Drug Co. ?",,,1800/1899,,Text,,1 score (4 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 62",English,,,,,0012_003152_000909.pdf,1628235
2147,0,0,0,0,0012_003152_000910,"""The Lost Chord""",Y,650,The Lost Chord,,,,,,"Sterling, Antoinette","Sullivan, Arthur",,,"Proctor, Adelaide A.",,,,,,,,,,,,,,,,,,,,,,,,London : Boosey & Co.,,,1800/1899,,Text,,1 score (8 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 63",English,,,,,0012_003152_000910.pdf,2607519
2148,0,0,0,0,0012_003152_000911,"""O Fair Dove! O Fond Dove!""",Y,650,O Fair Dove! O Fond Dove!,,,,,,,"Sullivan, Arthur S.",,,"Ingelow, Jean",,,,,,,,,,,,,,,,,,,,,,,,London : Ashdown & Parry,,,1800/1899,,Text,,1 score (10 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 64",English,,,,,0012_003152_000911.pdf,3027848
2149,0,0,0,0,0012_003152_000912,"""Tender and True""",Y,650,Tender and True,,,,,,,"Sullivan, Arthur",,,,,,,,,,,,,,,,,,,,,,,,,,,London : Chappell & Co.,,,1800/1899,,Text,,1 score (8 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 65",English,,,,,0012_003152_000912.pdf,1911305
2150,0,0,0,0,0012_003152_000913,"""H.M.S. Pinafore Lancers""",Y,650,H.M.S. Pinafore Lancers,,,,,,,,,,,,"Swartenbrock, J.",,,,,,,,,,,,,,,,,,,,,,No city : Junius Hart,,,1879,,Text,,1 score (8 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 66",English,,,,,0012_003152_000913.pdf,2053620
2151,0,0,0,0,0012_003152_000914,"""Kitty King""",Y,650,Kitty King,,,,,,,"Sweet, Alfred W.",,,,,,,,,,,,,,,,,,,,,,,,,,,"Taunton, MA : A.S. Sweet & Son",,,1878,,Text,,1 score (2 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 67",English,,,,,0012_003152_000914.pdf,817253
2152,0,0,0,0,0012_003152_000915,"""The Ploughboy""",Y,650,The Ploughboy,,,,,,,"Sweetland, H. K.",,,,,,,,,,,,,,,,,,,,,,,,,,,Boston : W.H. Oakes,,,1848,,Text,,1 score (6 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 68",English,,,,,0012_003152_000915.pdf,1513121
2153,0,0,0,0,0012_003152_000916,"""King David's Lament""",Y,650,King David's Lament,,,,,,"Cooper, Denbigh","Swift, Frank",,,"Swift, Frank",,,,,,,,,,,,,,,,,,,,,,,,London : Willey & Co.,,,1800/1899,,Text,,1 score (8 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 69",English,,,,,0012_003152_000916.pdf,2839151
2154,0,0,0,0,0012_003152_000917,"""My Fisher Maid""",Y,650,My Fisher Maid,,,,,,,"Swift, Frank",,,"S., F.",,,,,,,,,,,,,,,,,,,,,,,,"Birmingham, AL : H. Beresford",,,1800/1899,,Text,,1 score (8 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 70",English,,,,,0012_003152_000917.pdf,2092802
2155,0,0,0,0,0012_003152_000918,"""A Mountain Pink""",Y,650,A Mountain Pink,,,,,,"Sylvester, Louise","Talbert, Harry C.",,,"Talbert, Harry C.",,,,,,,,,,,,,,,,,,,,,,,,Boston : W.A. Evans & Bro.,,,1883,,Text,,1 score (4 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 71",English,,,,,0012_003152_000918.pdf,1522531
2156,0,0,0,0,0012_003152_000919,"""Fleur de Boheme""",Y,650,Fleur de Boheme,,,,,,,"Talexy, Adrien",,,,,,,,,,,,,,,,,,,,,,,,,,,Boston : Oliver Ditson,,,1800/1899,,Text,,1 score (8 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 97",French,,,,,0012_003152_000919.pdf,2403304
2157,0,0,0,0,0012_003152_000920,"""Lara""",Y,650,Lara,,,,,,,"Talexy, Adrien",,,,,,,,,,,,,,,,,,,,,,,,,,,Paris : J. Maho,,,1800/1899,,Text,,1 score (2 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 72",French,,,,,0012_003152_000920.pdf,607587
2158,0,0,0,0,0012_003152_000921,"""The Col. Jackson Two-Step""",Y,650,The Col. Jackson Two-Step,,,,,,,"Tappe., E. A.",,,,,,,,,,,,,,,,,,,,,,,,,,,"Muscatine, Iowa : F.C. Cullen",,,1898,,Text,,1 score (6 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 73",English,,,,,0012_003152_000921.pdf,1541677
2159,0,0,0,0,0012_003152_000922,"""Your Heart Will Call Me Home""",Y,650,Your Heart Will Call Me Home,,,,,,,"Tate, Arthur F.",,,"Teschemacher, Ed.",,,,,,,,,,,,,,,,,,,,,,,,London : J.H. Larway,,,1912,,Text,,1 score (8 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 74",English,,,,,0012_003152_000922.pdf,2023053
2160,0,0,0,0,0012_003152_000923,"""In Yonder Valley Stands a Tree""",Y,650,In Yonder Valley Stands a Tree,,,,In der Fremde,,,"Taubert, W.",,,"Forman, Alfred",,,,,,,,,,,,,,,,,,,,,,,,London : Ashdown & Parry,,,1800/1899,,Text,,1 score (8 p.),image/jpeg,,,1231,"MS.1231, Box 8, Folder 75",English,German,,,,0012_003152_000923.pdf,2268515
